location,year,total,single,multi,multiTwo,multiThreeFour,multiFivePlus
RANCHO MIRAGE,1994,58,58,0,0,0,0
RANCHO MIRAGE,1993,32,32,0,0,0,0
RANCHO MIRAGE,1992,31,31,0,0,0,0
RANCHO MIRAGE,1991,102,102,0,0,0,0
RANCHO MIRAGE,1990,149,147,2,2,0,0
RANCHO MIRAGE,1989,302,300,2,2,0,0
RANCHO MIRAGE,1988,188,188,0,0,0,0
RANCHO MIRAGE,1987,273,273,0,0,0,0
RANCHO MIRAGE,1986,150,150,0,0,0,0
RANCHO MIRAGE,1985,104,104,0,0,0,0
RANCHO MIRAGE,1984,383,68,315,148,98,69
RANCHO MIRAGE,1983,400,286,114,0,0,114
RANCHO MIRAGE,1982,147,101,46,0,36,10
RANCHO MIRAGE,1981,77,77,0,0,0,0
RANCHO MIRAGE,1980,47,47,0,0,0,0
RANCHO PALOS VERDES,2018,27,27,0,0,0,0
RANCHO PALOS VERDES,2017,11,11,0,0,0,0
RANCHO PALOS VERDES,2016,15,15,0,0,0,0
RANCHO PALOS VERDES,2015,28,28,0,0,0,0
RANCHO PALOS VERDES,2014,8,8,0,0,0,0
RANCHO PALOS VERDES,2013,9,9,0,0,0,0
RANCHO PALOS VERDES,2012,9,9,0,0,0,0
RANCHO PALOS VERDES,2011,15,15,0,0,0,0
RANCHO PALOS VERDES,2010,73,5,68,0,0,68
RANCHO PALOS VERDES,2009,9,9,0,0,0,0
RANCHO PALOS VERDES,2008,12,12,0,0,0,0
RANCHO PALOS VERDES,2007,19,19,0,0,0,0
RANCHO PALOS VERDES,2006,12,12,0,0,0,0
RANCHO PALOS VERDES,2005,10,10,0,0,0,0
RANCHO PALOS VERDES,2004,33,33,0,0,0,0
RANCHO PALOS VERDES,2003,29,29,0,0,0,0
RANCHO PALOS VERDES,2002,12,12,0,0,0,0
RANCHO PALOS VERDES,2001,12,12,0,0,0,0
RANCHO PALOS VERDES,2000,40,40,0,0,0,0
RANCHO PALOS VERDES,1999,43,43,0,0,0,0
RANCHO PALOS VERDES,1998,80,80,0,0,0,0
RANCHO PALOS VERDES,1997,28,28,0,0,0,0
RANCHO PALOS VERDES,1996,19,19,0,0,0,0
RANCHO PALOS VERDES,1995,33,33,0,0,0,0
RANCHO PALOS VERDES,1994,14,14,0,0,0,0
RANCHO PALOS VERDES,1993,6,6,0,0,0,0
RANCHO PALOS VERDES,1992,13,13,0,0,0,0
RANCHO PALOS VERDES,1991,15,15,0,0,0,0
RANCHO PALOS VERDES,1990,49,49,0,0,0,0
RANCHO PALOS VERDES,1989,134,134,0,0,0,0
RANCHO PALOS VERDES,1988,131,131,0,0,0,0
RANCHO PALOS VERDES,1987,61,61,0,0,0,0
RANCHO PALOS VERDES,1986,126,126,0,0,0,0
RANCHO PALOS VERDES,1985,42,42,0,0,0,0
RANCHO PALOS VERDES,1984,150,140,10,10,0,0
RANCHO PALOS VERDES,1983,66,51,15,0,0,15
RANCHO PALOS VERDES,1982,28,28,0,0,0,0
RANCHO PALOS VERDES,1981,41,41,0,0,0,0
RANCHO PALOS VERDES,1980,203,31,172,22,0,150
RANCHO SANTA MARGARITA,2018,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2017,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2016,33,33,0,0,0,0
RANCHO SANTA MARGARITA,2015,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2014,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2013,40,40,0,0,0,0
RANCHO SANTA MARGARITA,2012,100,34,66,0,0,66
RANCHO SANTA MARGARITA,2011,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2010,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2009,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2008,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2007,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2006,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2005,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2004,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2003,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2002,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2001,0,0,0,0,0,0
RANCHO SANTA MARGARITA,2000,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1999,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1998,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1997,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1996,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1995,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1994,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1993,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1992,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1991,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1990,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1989,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1988,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1987,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1986,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1985,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1984,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1983,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1982,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1981,0,0,0,0,0,0
RANCHO SANTA MARGARITA,1980,0,0,0,0,0,0
RED BLUFF,2018,38,22,16,16,0,0
RED BLUFF,2017,35,21,14,14,0,0
RED BLUFF,2016,24,24,0,0,0,0
RED BLUFF,2015,19,19,0,0,0,0
RED BLUFF,2014,21,21,0,0,0,0
RED BLUFF,2013,21,21,0,0,0,0
RED BLUFF,2012,21,21,0,0,0,0
RED BLUFF,2011,25,25,0,0,0,0
RED BLUFF,2010,29,29,0,0,0,0
RED BLUFF,2009,0,0,0,0,0,0
RED BLUFF,2008,0,0,0,0,0,0
RED BLUFF,2007,39,27,12,0,12,0
RED BLUFF,2006,146,29,117,0,0,117
RED BLUFF,2005,90,88,2,2,0,0
RED BLUFF,2004,92,89,3,0,3,0
RED BLUFF,2003,26,26,0,0,0,0
RED BLUFF,2002,44,44,0,0,0,0
RED BLUFF,2001,16,14,2,2,0,0
RED BLUFF,2000,92,10,82,10,0,72
RED BLUFF,1999,16,16,0,0,0,0
RED BLUFF,1998,34,34,0,0,0,0
RED BLUFF,1997,9,7,2,2,0,0
RED BLUFF,1996,16,10,6,6,0,0
RED BLUFF,1995,34,20,14,14,0,0
RED BLUFF,1994,63,41,22,22,0,0
RED BLUFF,1993,58,22,36,32,4,0
RED BLUFF,1992,47,13,34,0,34,0
RED BLUFF,1991,92,30,62,6,10,46
RED BLUFF,1990,77,75,2,2,0,0
RED BLUFF,1989,54,54,0,0,0,0
RED BLUFF,1988,30,30,0,0,0,0
RED BLUFF,1987,173,58,115,0,43,72
RED BLUFF,1986,70,54,16,0,16,0
RED BLUFF,1985,299,45,254,38,0,216
RED BLUFF,1984,88,85,3,0,3,0
RED BLUFF,1983,101,99,2,2,0,0
RED BLUFF,1982,76,28,48,0,4,44
RED BLUFF,1981,115,9,106,2,8,96
RED BLUFF,1980,181,73,108,10,8,90
REDDING,2018,103,103,0,0,0,0
REDDING,2017,149,149,0,0,0,0
REDDING,2016,133,133,0,0,0,0
REDDING,2015,245,191,54,0,4,50
REDDING,2014,112,112,0,0,0,0
REDDING,2013,108,108,0,0,0,0
REDDING,2012,132,119,13,2,11,0
REDDING,2011,72,31,41,2,13,26
REDDING,2010,156,74,82,52,9,21
REDDING,2009,115,95,20,8,12,0
REDDING,2008,285,192,93,0,16,77
REDDING,2007,379,233,146,6,0,140
REDDING,2006,468,333,135,22,85,28
REDDING,2005,941,723,218,20,50,148
REDDING,2004,530,385,145,0,9,136
REDDING,2003,602,473,129,2,23,104
REDDING,2002,685,588,97,2,88,7
REDDING,2001,515,509,6,2,4,0
REDDING,2000,603,424,179,0,179,0
REDDING,1999,418,418,0,0,0,0
REDDING,1998,388,323,65,0,40,25
REDDING,1997,374,329,45,10,35,0
REDDING,1996,427,294,133,20,52,61
REDDING,1995,471,344,127,50,59,18
REDDING,1994,588,504,84,50,27,7
REDDING,1993,847,690,157,16,122,19
REDDING,1992,624,609,15,4,11,0
REDDING,1991,664,604,60,8,34,18
REDDING,1990,1721,1214,507,80,145,282
REDDING,1989,1035,811,224,82,124,18
REDDING,1988,860,687,173,30,83,60
REDDING,1987,710,494,216,0,68,148
REDDING,1986,896,557,339,0,88,251
REDDING,1985,813,481,332,4,102,226
REDDING,1984,819,425,394,6,89,299
REDDING,1983,736,512,224,2,103,119
REDDING,1982,306,223,83,2,64,17
REDDING,1981,321,174,147,0,16,131
REDDING,1980,479,304,175,18,67,90
REDLANDS,2018,92,92,0,0,0,0
REDLANDS,2017,92,92,0,0,0,0
REDLANDS,2016,48,38,10,0,0,10
REDLANDS,2015,82,58,24,0,0,24
REDLANDS,2014,67,58,9,0,0,9
REDLANDS,2013,96,11,85,0,0,85
REDLANDS,2012,17,0,17,0,0,17
REDLANDS,2011,34,34,0,0,0,0
REDLANDS,2010,15,4,11,0,4,7
REDLANDS,2009,4,4,0,0,0,0
REDLANDS,2008,180,91,89,10,8,71
REDLANDS,2007,133,133,0,0,0,0
REDLANDS,2006,219,179,40,0,0,40
REDLANDS,2005,370,342,28,2,0,26
REDLANDS,2004,270,154,116,0,0,116
REDLANDS,2003,396,337,59,8,0,51
REDLANDS,2002,162,162,0,0,0,0
REDLANDS,2001,300,216,84,0,32,52
REDLANDS,2000,153,153,0,0,0,0
REDLANDS,1999,208,146,62,0,0,62
REDLANDS,1998,135,135,0,0,0,0
REDLANDS,1997,32,32,0,0,0,0
REDLANDS,1996,62,62,0,0,0,0
REDLANDS,1995,21,21,0,0,0,0
REDLANDS,1994,21,21,0,0,0,0
REDLANDS,1993,21,21,0,0,0,0
REDLANDS,1992,44,44,0,0,0,0
REDLANDS,1991,59,59,0,0,0,0
REDLANDS,1990,309,117,192,8,0,184
REDLANDS,1989,394,207,187,0,4,183
REDLANDS,1988,313,313,0,0,0,0
REDLANDS,1987,573,510,63,0,0,63
REDLANDS,1986,1293,514,779,0,0,779
REDLANDS,1985,1344,381,963,30,8,925
REDLANDS,1984,709,284,425,2,206,217
REDLANDS,1983,241,215,26,6,20,0
REDLANDS,1982,160,128,32,0,32,0
REDLANDS,1981,132,70,62,0,44,18
REDLANDS,1980,198,99,99,4,59,36
REDONDO BEACH,2018,117,105,12,6,6,0
REDONDO BEACH,2017,177,160,17,2,3,12
REDONDO BEACH,2016,123,123,0,0,0,0
REDONDO BEACH,2015,143,143,0,0,0,0
REDONDO BEACH,2014,102,102,0,0,0,0
REDONDO BEACH,2013,70,70,0,0,0,0
REDONDO BEACH,2012,67,67,0,0,0,0
