"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Not Hispanic or Latino","Margin of Error!!Total!!Not Hispanic or Latino","Estimate!!Total!!Not Hispanic or Latino!!White alone","Margin of Error!!Total!!Not Hispanic or Latino!!White alone","Estimate!!Total!!Not Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Not Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Not Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Not Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Not Hispanic or Latino!!Asian alone","Estimate!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Not Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Not Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Not Hispanic or Latino!!Some other race alone","Estimate!!Total!!Not Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Not Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Estimate!!Total!!Hispanic or Latino","Margin of Error!!Total!!Hispanic or Latino","Estimate!!Total!!Hispanic or Latino!!White alone","Margin of Error!!Total!!Hispanic or Latino!!White alone","Estimate!!Total!!Hispanic or Latino!!Black or African American alone","Margin of Error!!Total!!Hispanic or Latino!!Black or African American alone","Estimate!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Margin of Error!!Total!!Hispanic or Latino!!American Indian and Alaska Native alone","Estimate!!Total!!Hispanic or Latino!!Asian alone","Margin of Error!!Total!!Hispanic or Latino!!Asian alone","Estimate!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Hispanic or Latino!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Hispanic or Latino!!Some other race alone","Margin of Error!!Total!!Hispanic or Latino!!Some other race alone","Estimate!!Total!!Hispanic or Latino!!Two or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races including Some other race","Estimate!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Hispanic or Latino!!Two or more races!!Two races excluding Some other race, and three or more races"
"1600000US0611915","Castle Hill CDP, California","1145","320","1042","299","981","294","0","12","0","12","61","97","0","12","0","12","0","12","0","12","0","12","103","107","103","107","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0603386","Azusa city, California","49544","55","18014","800","9329","651","1514","423","109","63","5992","669","60","43","72","53","938","212","137","82","801","199","31530","798","14392","1402","133","74","455","214","235","117","20","32","14438","1449","1857","430","1644","413","213","100"
"1600000US0671876","Signal Hill city, California","11538","35","7690","546","3233","400","1313","419","34","41","2698","518","23","27","10","16","379","241","0","19","379","241","3848","540","2850","655","17","25","7","11","56","77","0","19","784","385","134","91","52","64","82","68"
"1600000US0668224","San Marino city, California","13285","30","12718","346","4051","716","265","273","0","19","7898","683","47","53","7","13","450","214","19","30","431","211","567","340","191","123","0","19","0","19","0","19","0","19","358","345","18","27","18","27","0","19"
"1600000US0639724","Lake San Marcos CDP, California","4890","796","4256","745","3435","525","83","77","0","12","353","245","0","12","9","14","376","500","0","12","376","500","634","281","548","276","0","12","0","12","0","12","0","12","50","53","36","45","0","12","36","45"
"1600000US0658520","Poway city, California","49842","71","40813","1183","32294","1264","605","203","25","29","5764","636","76","82","86","82","1963","371","20","34","1943","370","9029","1183","5541","895","139","105","419","500","73","77","0","26","2212","523","645","255","354","198","291","172"
"1600000US0614946","Colusa city, California","5902","29","2460","247","2168","235","100","67","9","14","78","59","13","15","0","17","92","65","0","17","92","65","3442","248","2947","301","33","38","0","17","0","17","0","17","364","163","98","92","11","20","87","91"
"1600000US0680854","Tustin city, California","80140","67","46606","1582","24489","1172","1958","505","136","99","17104","1117","228","154","52","34","2639","525","248","253","2391","453","33534","1590","12351","1567","235","164","104","103","176","111","25","30","19241","1956","1402","423","742","282","660","308"
"1600000US0680588","Truckee town, California","16377","30","13331","542","12805","554","55","99","9","15","193","116","23","39","0","19","246","128","18","27","228","124","3046","537","2336","660","47","68","13","24","19","29","0","19","585","387","46","70","38","68","8","13"
"1600000US0607274","Bodfish CDP, California","1384","360","1201","356","1114","337","0","12","46","45","0","12","0","12","0","12","41","62","0","12","41","62","183","144","80","78","0","12","0","12","0","12","0","12","63","103","40","66","0","12","40","66"
"1600000US0612734","Charter Oak CDP, California","9760","835","4408","591","2281","354","418","274","7","13","1395","443","0","17","24","39","283","160","59","67","224","142","5352","677","2951","655","23","38","144","172","9","14","0","17","1923","580","302","156","269","154","33","41"
"1600000US0625128","Fort Jones city, California","832","196","737","180","584","140","0","12","12","13","100","127","0","12","0","12","41","51","0","12","41","51","95","54","54","46","0","12","6","10","0","12","0","12","18","15","17","26","17","26","0","12"
"1600000US0621712","El Cajon city, California","103285","71","73843","1744","58997","1885","5698","745","192","100","3773","656","422","309","356","280","4405","764","55","62","4350","770","29442","1745","16926","1467","498","263","346","262","145","123","37","36","9210","1299","2280","588","978","506","1302","332"
"1600000US0663050","Rossmoor CDP, California","11160","492","9775","533","8109","466","23","46","75","111","1148","240","14","21","0","19","406","212","0","19","406","212","1385","338","827","217","9","16","0","19","71","71","46","58","175","81","257","203","75","71","182","187"
"1600000US0603792","Bangor CDP, California","372","143","364","144","345","145","0","12","7","10","0","12","0","12","7","12","5","9","0","12","5","9","8","12","8","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0625576","Freedom CDP, California","3719","604","650","130","534","134","11","14","0","12","82","67","0","12","0","12","23","26","0","12","23","26","3069","619","1711","489","0","12","0","12","67","58","0","12","1225","557","66","74","44","64","22","33"
"1600000US0673696","Spring Valley CDP (San Diego County), California","31591","1251","20170","1046","12593","802","3718","567","64","43","1729","308","377","288","7","15","1682","470","15","26","1667","464","11421","1056","8323","1115","117","119","32","39","25","36","0","26","2313","572","611","242","250","131","361","200"
"1600000US0638352","Keswick CDP, California","430","153","427","154","288","120","0","12","108","107","31","46","0","12","0","12","0","12","0","12","0","12","3","5","0","12","0","12","0","12","0","12","0","12","3","5","0","12","0","12","0","12"
"1600000US0680448","Trinidad city, California","272","88","256","83","211","75","0","12","15","21","6","10","0","12","0","12","24","23","0","12","24","23","16","16","3","5","0","12","10","17","0","12","0","12","0","12","3","4","1","2","2","3"
"1600000US0686034","Winters city, California","7132","43","3688","617","3524","612","40","47","38","50","46","39","0","17","0","17","40","45","0","17","40","45","3444","619","2432","677","0","17","21","35","0","17","0","17","878","519","113","102","113","102","0","17"
"1600000US0660466","Rialto city, California","102873","80","26512","1206","10546","823","11820","1048","169","130","2384","543","77","127","59","73","1457","480","379","274","1078","366","76361","1207","52911","2220","759","381","559","255","201","117","0","29","19328","1884","2603","630","1187","390","1416","455"
"1600000US0660088","Redway CDP, California","1199","600","955","483","955","483","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","244","235","244","235","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0620298","Dutch Flat CDP, California","196","66","196","66","196","66","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0617708","Cutler CDP, California","5774","1038","64","71","64","71","0","17","0","17","0","17","0","17","0","17","0","17","0","17","0","17","5710","1000","4168","1045","0","17","0","17","30","44","0","17","1512","606","0","17","0","17","0","17"
"1600000US0686594","Wrightwood CDP, California","4283","622","3435","507","3182","477","0","12","20","24","24","38","0","12","0","12","209","132","23","43","186","127","848","370","820","372","10","17","10","19","8","13","0","12","0","12","0","12","0","12","0","12"
"1600000US0604470","Bayview CDP (Contra Costa County), California","1954","419","1337","369","836","305","131","152","0","12","370","250","0","12","0","12","0","12","0","12","0","12","617","320","461","288","0","12","0","12","0","12","0","12","119","103","37","61","0","12","37","61"
"1600000US0644784","McCloud CDP, California","1072","201","985","187","949","192","1","2","11","11","0","12","0","12","0","12","24","26","0","12","24","26","87","61","78","58","9","15","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0639598","Lakeland Village CDP, California","13170","1070","5963","612","5042","512","310","173","39","43","368","282","0","19","0","19","204","102","0","19","204","102","7207","1006","2908","893","57","87","19","29","58","94","0","19","3993","1039","172","131","110","121","62","72"
"1600000US0634405","Homewood Canyon CDP, California","35","31","35","31","35","31","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0641740","Linnell Camp CDP, California","686","383","18","25","0","12","0","12","18","25","0","12","0","12","0","12","0","12","0","12","0","12","668","372","662","372","0","12","0","12","0","12","0","12","0","12","6","9","0","12","6","9"
"1600000US0656476","Penngrove CDP, California","2961","629","2430","477","2069","458","66","85","0","12","102","74","0","12","0","12","193","134","0","12","193","134","531","520","19","32","0","12","0","12","0","12","9","18","426","473","77","96","0","12","77","96"
"1600000US0661026","Ripon city, California","15367","32","11035","759","10009","738","153","128","7","11","431","189","6","11","30","50","399","144","19","22","380","141","4332","757","3142","852","15","21","77","67","33","37","5","9","356","289","704","388","126","103","578","380"
"1600000US0619766","Downey city, California","112901","44","29485","1330","16294","1135","3420","649","127","78","7985","829","348","251","272","191","1039","277","79","64","960","279","83416","1334","50640","2212","222","166","481","349","339","201","48","45","29344","1883","2342","562","1807","530","535","180"
"1600000US0633182","Hemet city, California","84069","107","47689","1687","35720","1291","6068","959","631","249","2877","700","250","198","102","95","2041","610","57","51","1984","610","36380","1668","27242","1712","696","564","599","295","36","36","18","28","6249","1218","1540","430","766","321","774","264"
"1600000US0618688","Del Rey Oaks city, California","1596","142","1371","157","1183","150","41","29","0","12","80","33","5","8","0","12","62","34","4","6","58","34","225","64","178","63","0","12","3","4","0","12","0","12","25","22","19","15","8","10","11","12"
"1600000US0669196","Santa Maria city, California","105483","75","25870","1376","18358","1204","1091","345","67","64","4917","688","12","20","127","102","1298","310","29","41","1269","308","79613","1367","67340","1926","418","322","576","289","279","218","26","40","8738","1330","2236","663","731","430","1505","499"
"1600000US0602028","Anchor Bay CDP, California","314","136","314","136","314","136","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0673290","South San Jose Hills CDP, California","20593","1034","3130","402","560","131","335","178","0","23","2131","365","0","23","15","21","89","77","34","51","55","61","17463","1035","6366","968","27","47","61","76","18","19","0","23","10741","1323","250","123","97","51","153","114"
"1600000US0651560","Norco city, California","26569","36","18284","638","15349","683","1062","160","79","45","1025","179","35","30","34","32","700","170","6","10","694","169","8285","634","5576","661","52","31","53","52","9","14","0","23","2058","399","537","165","335","120","202","118"
"1600000US0686930","Yountville city, California","2982","18","2604","157","2392","165","79","42","0","12","62","34","0","12","0","12","71","43","0","12","71","43","378","156","255","130","0","12","0","12","0","12","0","12","113","105","10","15","0","12","10","15"
"1600000US0682744","Villa Park city, California","5912","45","5153","258","4160","296","37","44","0","17","757","194","0","17","26","32","173","106","28","34","145","97","759","259","594","244","0","17","0","17","0","17","0","17","165","124","0","17","0","17","0","17"
"1600000US0636098","Hyampom CDP, California","165","129","165","129","165","129","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0614484","Coleville CDP, California","515","228","446","228","435","227","0","12","11","19","0","12","0","12","0","12","0","12","0","12","0","12","69","58","28","38","0","12","41","56","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0622006","Elk Creek CDP, California","191","95","141","73","130","71","0","12","11","19","0","12","0","12","0","12","0","12","0","12","0","12","50","52","50","52","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0685208","Whitewater CDP, California","976","193","468","121","333","107","35","39","7","11","81","64","0","12","0","12","12","18","0","12","12","18","508","160","360","172","0","12","21","34","0","12","0","12","54","66","73","69","53","56","20","27"
"1600000US0658436","Poso Park CDP, California","2","3","2","3","2","3","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0607652","Boulder Creek CDP, California","4712","668","4227","580","3828","539","93","85","54","57","65","66","0","12","11","17","176","124","0","12","176","124","485","205","362","187","0","12","0","12","0","12","0","12","90","75","33","49","33","49","0","12"
"1600000US0604478","Bayview CDP (Humboldt County), California","2617","320","2239","346","1913","337","22","33","39","60","56","65","0","12","0","12","209","133","0","12","209","133","378","201","65","66","0","12","104","141","19","32","0","12","141","126","49","75","0","12","49","75"
"1600000US0630812","Graton CDP, California","1877","411","1638","399","1501","345","0","12","12","23","10","15","0","12","19","30","96","120","18","29","78","115","239","151","70","53","0","12","0","12","0","12","0","12","59","73","110","131","64","105","46","81"
"1600000US0662200","Robinson Mill CDP, California","35","26","35","26","35","26","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0646520","Meadowbrook CDP, California","3033","641","1569","328","1355","324","69","105","0","12","135","85","0","12","0","12","10","14","4","11","6","8","1464","567","377","293","0","12","19","29","0","12","0","12","1035","495","33","50","25","36","8","14"
"1600000US0645988","Markleeville CDP, California","143","102","143","102","137","100","0","12","0","12","0","12","0","12","0","12","6","10","0","12","6","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1600000US0659604","Rancho Tehama Reserve CDP, California","1922","565","1113","347","993","304","9","13","0","12","12","19","0","12","0","12","99","97","0","12","99","97","809","497","629","451","0","12","0","12","0","12","0","12","175","221","5","12","0","12","5","12"
"1600000US0641278","Lewiston CDP, California","1340","251","1319","248","1127","208","43","63","63","52","9","17","0","12","0","12","77","87","0","12","77","87","21","25","8","14","0","12","0","12","0","12","0","12","9","10","4","7","4","7","0","12"
"1600000US0602420","Arbuckle CDP, California","3636","419","879","232","819","230","0","12","0","12","0","12","0","12","0","12","60","55","0","12","60","55","2757","417","2478","404","52","80","0","12","0","12","0","12","150","167","77","95","0","12","77","95"
